#Geometry     HF/cc-pVTZ       MP2/cc-pVTZ      CCSD/cc-pVTZ     CCSD(T)/cc-pVTZ
propane_00633 -118.296993881019 -118.841613344454 -118.883320773220 -118.903883015787
propane_00634 -118.287688278812 -118.833915932181 -118.876029814703 -118.897001997266
propane_00635 -118.294243550790 -118.838679811951 -118.880656117063 -118.901306101658
propane_00636 -118.288856328042 -118.834534112490 -118.876803890172 -118.897883933063
propane_00637 -118.290740125394 -118.835648016109 -118.877848284399 -118.898764917694
propane_00638 -118.293312896926 -118.838059812881 -118.880224460745 -118.901030685213
propane_00639 -118.288984541744 -118.834899056884 -118.876767210706 -118.897497330756
propane_00640 -118.292342012042 -118.837633971689 -118.879232019506 -118.899722673218
propane_00641 -118.294419506358 -118.839867392605 -118.881862208234 -118.902623742249
propane_00642 -118.290028059200 -118.835600383299 -118.877440992131 -118.898279113236
propane_00643 -118.285622864231 -118.831532960302 -118.873767174205 -118.894843962391
propane_00644 -118.290385411667 -118.835532822832 -118.877653505382 -118.898547784437
propane_00645 -118.291309779208 -118.836943978514 -118.878992272439 -118.899968574440
propane_00646 -118.290110945598 -118.836156314469 -118.877899478294 -118.898759804961
propane_00647 -118.296369647712 -118.841891879895 -118.883573733437 -118.904243602636
propane_00648 -118.294717035023 -118.840469654070 -118.882186487899 -118.902843462619
propane_00649 -118.294484014033 -118.839777136886 -118.881462711956 -118.902042391815
propane_00650 -118.287957828097 -118.834040421588 -118.875906900813 -118.896776292862
propane_00651 -118.293367945067 -118.838612628572 -118.880607338193 -118.901494107653
propane_00652 -118.296521041829 -118.841275263727 -118.883574967328 -118.904532645721
propane_00653 -118.292594048660 -118.837445535860 -118.879526306373 -118.900364864726
propane_00654 -118.291174156735 -118.836703546206 -118.878801821765 -118.899718279274
propane_00655 -118.295391905786 -118.840177831176 -118.881983598529 -118.902548724719
propane_00656 -118.295439113061 -118.840547896435 -118.882378711788 -118.902953618290
propane_00657 -118.293702137886 -118.838670211756 -118.880333726157 -118.900809323560
propane_00658 -118.293868841881 -118.838992764054 -118.880915627477 -118.901589572246
propane_00659 -118.295471998304 -118.840302527789 -118.882422056670 -118.903252908369
propane_00660 -118.292537417232 -118.837338639276 -118.879449557468 -118.900359570144
propane_00661 -118.291951803845 -118.837160594444 -118.879345989343 -118.900360565276
propane_00662 -118.299832712224 -118.844245873460 -118.886152425090 -118.906826153102
propane_00663 -118.299083258286 -118.844276055543 -118.885980034899 -118.906580004182
propane_00664 -118.291425309712 -118.837675520954 -118.879019578024 -118.899623467878
propane_00665 -118.299972741019 -118.845190286694 -118.886784227068 -118.907369595092
propane_00666 -118.296777211857 -118.842161067900 -118.884033963231 -118.904810912923
propane_00667 -118.294426976780 -118.839588395964 -118.881542082808 -118.902363229587
propane_00668 -118.294481233018 -118.839678062241 -118.881778978385 -118.902701701166
propane_00669 -118.290689652652 -118.836547222785 -118.878397354082 -118.899321090877
propane_00670 -118.298558709834 -118.843975596208 -118.885826562438 -118.906618024192
propane_00671 -118.294224011019 -118.839786522776 -118.881385348134 -118.901962934184
propane_00672 -118.293005046267 -118.838591900960 -118.880223844985 -118.900808417029
propane_00673 -118.295766705609 -118.841092788320 -118.883032383925 -118.903772632162
propane_00674 -118.292743436008 -118.837562539831 -118.879238464773 -118.899812858971
propane_00675 -118.292493141038 -118.838527048512 -118.880708493463 -118.901714461804
propane_00676 -118.293439401356 -118.838358505124 -118.880063640249 -118.900674690328
propane_00677 -118.291635900823 -118.837499169708 -118.879624643850 -118.900612512337
propane_00678 -118.298902370355 -118.843706544278 -118.885693933298 -118.906469681020
propane_00679 -118.293533074950 -118.838917185703 -118.880639446211 -118.901327455118
propane_00680 -118.297386883486 -118.842938457170 -118.884862434542 -118.905603214309
propane_00681 -118.298254649499 -118.842575003984 -118.884078885313 -118.904407442734
propane_00682 -118.291061534713 -118.837051738217 -118.879259705989 -118.900256609918
propane_00683 -118.296057393557 -118.840253435087 -118.882338101255 -118.903111809073
propane_00684 -118.288107900282 -118.834424522415 -118.876908560021 -118.898254778038
propane_00685 -118.294089019201 -118.838834547437 -118.880758415087 -118.901490699216
propane_00686 -118.294270524142 -118.839818712618 -118.881632715617 -118.902307052402
propane_00687 -118.291549321201 -118.837210416136 -118.878800988492 -118.899278636511
propane_00688 -118.295158030145 -118.840027302577 -118.881663093667 -118.902061197463
propane_00689 -118.289672594819 -118.835823054949 -118.877937223525 -118.898885008343
propane_00690 -118.293560486701 -118.838384054167 -118.880253178225 -118.900980774624
propane_00691 -118.292751593149 -118.838627499678 -118.880938474143 -118.902063986422
propane_00692 -118.292637208779 -118.837997011774 -118.879872021551 -118.900717131069
propane_00693 -118.295279937429 -118.841010190520 -118.882813861009 -118.903735215121
propane_00694 -118.297543621157 -118.843416840051 -118.885241476162 -118.906124843110
propane_00695 -118.291379747735 -118.837256639163 -118.878545089278 -118.899099124863
propane_00696 -118.289591424356 -118.836136494539 -118.877882210749 -118.898649677995
propane_00697 -118.288779989779 -118.834294647175 -118.875898969249 -118.896441626832
propane_00698 -118.282416082043 -118.829058707067 -118.871167865064 -118.892239710889
propane_00699 -118.282284810812 -118.828795457775 -118.870701056832 -118.891813623952
propane_00700 -118.278079379866 -118.825347539708 -118.867508865937 -118.888822760969
propane_00701 -118.292229660971 -118.837298183176 -118.879483972293 -118.900320274208
propane_00702 -118.283752520916 -118.830045731515 -118.872076490043 -118.892924142883
propane_00703 -118.289307704515 -118.835107509788 -118.877086749520 -118.897831685010
propane_00704 -118.285170199518 -118.830549088961 -118.872241494478 -118.892783133081
propane_00705 -118.282760429578 -118.828862885983 -118.871135025209 -118.892060496535
propane_00706 -118.283631097444 -118.828713041149 -118.870811742761 -118.891558120896
propane_00707 -118.276715514417 -118.822959724540 -118.865607697747 -118.886878332559
propane_00708 -118.280049263966 -118.825487936487 -118.867967534869 -118.889183514965
propane_00709 -118.278646230335 -118.824770301634 -118.867106024281 -118.888273303341
propane_00710 -118.289019145874 -118.834330059145 -118.876542534145 -118.897308891646
propane_00711 -118.278589617461 -118.824890636343 -118.866441565959 -118.886969086948
propane_00712 -118.283463058629 -118.830032018638 -118.871902327233 -118.892643700097
propane_00713 -118.284233937755 -118.829833562605 -118.871560939697 -118.892258686255
propane_00714 -118.277262298040 -118.824687623453 -118.867025887922 -118.888439935318
propane_00715 -118.284366076129 -118.829392595718 -118.871396087923 -118.892282106794
propane_00716 -118.274178584124 -118.822120531162 -118.864499737195 -118.886006765765
propane_00717 -118.288958278760 -118.835028541735 -118.876730238919 -118.897645264857
propane_00718 -118.284647639765 -118.832056631343 -118.873915111850 -118.895024117048
propane_00719 -118.294425267567 -118.839953047633 -118.881458091040 -118.901973627944
propane_00720 -118.289396667809 -118.835186354501 -118.876880881119 -118.897458638858
propane_00721 -118.280615790625 -118.826848898579 -118.868844944699 -118.889631812350
propane_00722 -118.285247194267 -118.830625804437 -118.872808779025 -118.893724049080
propane_00723 -118.279280296786 -118.825432461368 -118.868061316835 -118.889373089326
propane_00724 -118.279740478457 -118.824563898146 -118.866806713656 -118.887743462916
propane_00725 -118.281263990384 -118.827586098673 -118.870425474565 -118.891849460696
propane_00726 -118.288156533924 -118.832647092167 -118.874644968250 -118.895304624087
propane_00727 -118.283826228195 -118.830100241168 -118.872349505717 -118.893259366468
propane_00728 -118.282965861501 -118.828980155050 -118.870695956013 -118.891272965591
propane_00729 -118.286959243703 -118.832245652676 -118.874287113096 -118.894944366807
propane_00730 -118.274811927444 -118.821686099924 -118.864221330543 -118.885465865989
propane_00731 -118.280563157614 -118.825143100102 -118.867284760757 -118.888116592580
propane_00732 -118.270308838684 -118.817576769488 -118.860489100061 -118.882068335288
propane_00733 -118.286727987897 -118.831305123881 -118.873214546321 -118.893901329096
propane_00734 -118.284758058373 -118.831825924849 -118.874196552694 -118.895418336410
propane_00735 -118.291589993484 -118.837175666468 -118.878636949144 -118.899149399196
propane_00736 -118.292491434625 -118.838316291171 -118.880054631484 -118.900698966167
propane_00737 -118.286009762207 -118.832725883676 -118.874564912515 -118.895418097039
propane_00738 -118.291165871703 -118.836004511631 -118.877670021419 -118.898223459281
propane_00739 -118.278550916371 -118.825853628728 -118.868203816317 -118.889562165825
propane_00740 -118.284349368824 -118.829405302521 -118.871149674581 -118.891974299801
propane_00741 -118.282694241806 -118.829862379534 -118.872309101877 -118.893742051976
propane_00742 -118.294489043217 -118.839345311632 -118.881105542989 -118.901760056261
propane_00743 -118.294056131637 -118.839724613989 -118.881799704622 -118.902644766899
propane_00744 -118.294775450761 -118.839852494502 -118.881712551426 -118.902318797082
propane_00745 -118.296283971533 -118.841103962128 -118.882865266368 -118.903439418581
propane_00746 -118.288196975517 -118.834368837180 -118.876635882213 -118.897633751751
propane_00747 -118.292306355937 -118.836422656355 -118.878166033781 -118.898662909040
propane_00748 -118.282477895750 -118.829124367205 -118.871616404980 -118.892890795049
propane_00749 -118.292823386284 -118.837021116884 -118.878922290840 -118.899570521987
propane_00750 -118.288093709549 -118.834154402037 -118.876337234085 -118.897408467763
propane_00751 -118.294268879542 -118.839652826670 -118.881616572448 -118.902432753433
propane_00752 -118.294930787556 -118.840683740878 -118.882531484800 -118.903340549275
propane_00753 -118.291415787457 -118.837763526406 -118.879473242368 -118.900286980759
propane_00754 -118.297669525435 -118.842584374228 -118.884275797226 -118.904856018747
propane_00755 -118.287920986051 -118.834525796505 -118.876831320433 -118.897968597369
propane_00756 -118.292333662855 -118.836492845768 -118.878217012921 -118.898730661854
propane_00757 -118.284187906421 -118.830928616322 -118.873354189804 -118.894575716755
propane_00758 -118.294761158275 -118.839129923433 -118.880933199096 -118.901449447704
propane_00759 -118.289640757918 -118.835114642743 -118.877184204732 -118.897949111539
propane_00760 -118.293967420211 -118.839280412006 -118.881462982347 -118.902280093808
propane_00761 -118.291226801939 -118.835926424304 -118.877719347721 -118.898359158345
propane_00762 -118.288639057553 -118.834794705682 -118.877348551245 -118.898580251691
propane_00763 -118.294372114984 -118.838144009261 -118.879885884685 -118.900322317782
propane_00764 -118.287275735443 -118.833806015703 -118.876352886992 -118.897579100342
propane_00765 -118.297136915066 -118.840942591778 -118.882699090243 -118.903122780484
propane_00766 -118.285895773685 -118.832400729855 -118.874473541061 -118.895476346207
propane_00767 -118.291592201090 -118.837319863328 -118.879033907323 -118.899746762928
propane_00768 -118.290543059078 -118.836347877195 -118.877776713579 -118.898351541589
propane_00769 -118.286148050713 -118.833851531508 -118.875639567780 -118.896723971140
propane_00770 -118.290218355791 -118.835520285207 -118.876788936149 -118.897303948860
propane_00771 -118.284692782890 -118.832733537467 -118.874889482421 -118.896311646876
propane_00772 -118.298467808366 -118.842873193063 -118.884188995156 -118.904602703854
propane_00773 -118.294558041586 -118.840970700881 -118.883084873935 -118.904087009822
propane_00774 -118.300213388492 -118.844472660875 -118.886105346035 -118.906492111333
propane_00775 -118.293694940875 -118.839091090683 -118.881053749168 -118.901839291567
propane_00776 -118.288938224774 -118.834460076424 -118.876736422681 -118.897702035939
propane_00777 -118.287949526501 -118.832368088084 -118.874309366408 -118.894965884758
propane_00778 -118.287397626764 -118.833396246784 -118.876072934659 -118.897326005522
propane_00779 -118.291726449600 -118.835511219377 -118.877267945343 -118.897738098327
propane_00780 -118.287226254855 -118.833566340181 -118.876132817888 -118.897325832442
propane_00781 -118.290465535767 -118.834871937878 -118.876535230518 -118.896948683172
propane_00782 -118.286208882575 -118.832478127609 -118.874668659814 -118.895591090740
propane_00783 -118.290985214894 -118.836026823082 -118.877983980821 -118.898639192527
propane_00784 -118.285101726491 -118.830898955675 -118.872808673550 -118.893648480102
propane_00785 -118.288654068703 -118.834615905082 -118.876796204478 -118.897839757040
propane_00786 -118.283603773359 -118.829314567553 -118.870884927185 -118.891644764937
propane_00787 -118.289149398072 -118.835934303381 -118.878152586394 -118.899325076129
propane_00788 -118.295716368222 -118.840743856169 -118.882097310233 -118.902573979005
propane_00789 -118.288753290835 -118.836023287327 -118.877888525350 -118.898981071872
propane_00790 -118.291591721236 -118.837845261600 -118.879215240823 -118.899908385042
propane_00791 -118.286343751885 -118.833663203035 -118.875119202834 -118.895991984137
propane_00792 -118.288525898668 -118.834720416721 -118.876503011198 -118.897272616033
propane_00793 -118.279704099311 -118.826236432896 -118.867837064033 -118.888658417267
propane_00794 -118.285378202185 -118.831922334695 -118.874172031009 -118.895346467856
propane_00795 -118.279204998156 -118.825517247382 -118.867335435841 -118.888286875677
propane_00796 -118.285900799137 -118.832067741302 -118.874404272560 -118.895490692882
propane_00797 -118.286212758809 -118.831722493367 -118.873638045386 -118.894345651594
propane_00798 -118.284538285662 -118.830665551331 -118.872688001469 -118.893561485419
propane_00799 -118.290225890782 -118.835088587913 -118.877089427593 -118.897752501791
propane_00800 -118.284406248541 -118.830219100312 -118.872133816370 -118.892895829817
propane_00801 -118.293456495955 -118.838596345429 -118.880576678228 -118.901279038851
propane_00802 -118.292462478961 -118.837136702618 -118.879102793967 -118.899789667698
propane_00803 -118.290379597478 -118.835621188748 -118.878056346249 -118.899151498560
propane_00804 -118.287686690042 -118.832765254938 -118.874927461228 -118.895938194759
propane_00805 -118.291603585000 -118.837160797188 -118.879363413974 -118.900368100951
propane_00806 -118.295043808636 -118.840439459940 -118.881993425203 -118.902544594182
propane_00807 -118.291843462149 -118.837899068452 -118.879369118495 -118.899900854583
propane_00808 -118.293523541682 -118.839232004868 -118.880674145450 -118.901179008522
propane_00809 -118.291592291691 -118.837503230921 -118.879340239150 -118.900148365152
propane_00810 -118.290666964989 -118.836664307902 -118.878659940173 -118.899695473782
propane_00811 -118.285128836774 -118.832053542321 -118.874030100983 -118.895250632949
propane_00812 -118.289579376228 -118.835622328834 -118.877508582763 -118.898461675431
propane_00813 -118.288475357017 -118.835020058150 -118.876860131511 -118.897823663699
propane_00814 -118.293660124104 -118.839098651377 -118.880970268290 -118.901703714152
propane_00815 -118.290850213720 -118.836805529630 -118.878576820101 -118.899312300113
propane_00816 -118.290868248176 -118.836629239923 -118.878361297395 -118.899012163263
propane_00817 -118.295565367865 -118.840344626839 -118.882020056889 -118.902496881347
propane_00818 -118.286966494313 -118.833265826452 -118.875187804640 -118.896127565060
propane_00819 -118.292613441631 -118.837477575081 -118.879648212921 -118.900547536420
propane_00820 -118.287615316462 -118.833268289027 -118.875533400923 -118.896673135701
propane_00821 -118.287109439573 -118.832519313602 -118.874786867096 -118.895768989952
propane_00822 -118.293264665243 -118.837705187612 -118.879621789258 -118.900160493387
propane_00823 -118.286680661681 -118.832559385711 -118.874425184046 -118.895121376562
propane_00824 -118.290050575181 -118.835269279561 -118.876862561479 -118.897293958856
propane_00825 -118.288065125637 -118.834057481251 -118.875895360758 -118.896674831338
propane_00826 -118.294390933655 -118.839498453337 -118.881558584198 -118.902373924860
propane_00827 -118.291781617019 -118.836951351869 -118.879125624370 -118.900135652955
propane_00828 -118.284955818692 -118.831563958609 -118.873876251487 -118.895219895591
propane_00829 -118.291280473876 -118.837114882059 -118.878853069147 -118.899774537375
propane_00830 -118.286438793412 -118.833730995186 -118.875562613934 -118.896597292381
propane_00831 -118.293546469429 -118.838581269736 -118.879835217069 -118.900114657472
propane_00832 -118.282336421971 -118.829470271108 -118.871134452448 -118.891914262263
propane_00833 -118.290128546194 -118.835985727219 -118.877683513794 -118.898365693479
propane_00834 -118.284472566579 -118.831140357508 -118.873057803750 -118.894118483739
propane_00835 -118.285166605081 -118.832073022792 -118.874258431315 -118.895590571117
propane_00836 -118.290094046937 -118.835187821691 -118.877150553557 -118.898027610415
propane_00837 -118.283451087547 -118.830330303767 -118.872724268554 -118.893994856977
propane_00838 -118.297026805569 -118.841115129395 -118.882885833030 -118.903357480887
propane_00839 -118.285468218931 -118.832047365244 -118.874159111677 -118.895142727581
propane_00840 -118.294501297467 -118.839244052179 -118.880840518370 -118.901252678793
propane_00841 -118.287156558714 -118.832834949701 -118.874664601826 -118.895322985850
propane_00842 -118.290317605000 -118.835316874928 -118.877168640305 -118.897783662460
propane_00843 -118.289197139970 -118.834728617015 -118.876908357649 -118.897926430864
propane_00844 -118.294548452760 -118.839447095800 -118.881752543054 -118.902788795817
propane_00845 -118.293748758725 -118.838808603803 -118.880750166172 -118.901626559442
propane_00846 -118.291448817192 -118.837628940508 -118.879651315745 -118.900594906225
propane_00847 -118.296018358078 -118.840841955678 -118.882194399718 -118.902515981541
propane_00848 -118.294052744930 -118.840419766828 -118.882209742848 -118.903020235316
propane_00849 -118.299393410308 -118.844358690029 -118.885759148189 -118.906231482900
propane_00850 -118.293584915429 -118.839758345347 -118.881567505905 -118.902445795478
propane_00851 -118.294675932579 -118.840623837848 -118.882576826052 -118.903495475995
propane_00852 -118.293200934496 -118.838361133622 -118.880049540029 -118.900759542133
propane_00853 -118.286951193556 -118.834301822848 -118.876667959569 -118.898089573564
propane_00854 -118.294808021634 -118.839110611671 -118.880398005647 -118.900793004252
propane_00855 -118.290790926982 -118.837490034028 -118.879622332936 -118.900676241902
propane_00856 -118.299887879330 -118.844201084454 -118.885632174898 -118.905928023591
propane_00857 -118.292472045280 -118.838485989309 -118.880485103847 -118.901338811738
propane_00858 -118.294929813538 -118.840092881747 -118.881985744638 -118.902707940690
propane_00859 -118.297186082495 -118.841508284798 -118.883360257786 -118.903958838875
propane_00860 -118.287784083697 -118.834122666575 -118.876482969584 -118.897646599788
propane_00861 -118.290115141489 -118.834543741585 -118.876170581206 -118.896709561273
propane_00862 -118.287380192771 -118.833988950989 -118.876364866255 -118.897590532763
propane_00863 -118.298184947734 -118.842291158071 -118.883887368997 -118.904305168071
propane_00864 -118.293100708050 -118.838980215158 -118.880960666082 -118.901751394036
propane_00865 -118.293521189887 -118.838912936812 -118.880479135171 -118.900995000069
propane_00866 -118.295693089001 -118.840638683167 -118.882309424476 -118.902840435278
propane_00867 -118.291711550542 -118.837750090993 -118.880074846451 -118.901151864696
propane_00868 -118.292336735334 -118.836448487010 -118.878086201415 -118.898639511884
propane_00869 -118.282684924201 -118.829826778478 -118.872502676460 -118.894020518307
propane_00870 -118.291143801196 -118.835830081232 -118.877442156990 -118.898050614681
propane_00871 -118.287567530865 -118.834581159639 -118.876646765863 -118.897749873220
propane_00872 -118.298619502839 -118.843556073826 -118.885282852941 -118.905845033437
propane_00873 -118.288102827757 -118.834201544512 -118.875766292900 -118.896432150839
propane_00874 -118.288204799717 -118.835116165348 -118.877205669418 -118.898249240579
propane_00875 -118.287706026751 -118.832459995253 -118.873781164234 -118.894145071551
propane_00876 -118.277605460927 -118.825835127680 -118.868320532770 -118.889835655512
propane_00877 -118.286965948316 -118.831582974732 -118.872984961617 -118.893467908439
propane_00878 -118.284291327894 -118.831505576557 -118.873928016501 -118.895249929669
propane_00879 -118.288882541409 -118.834774913324 -118.876497484788 -118.897232915001
propane_00880 -118.294321191925 -118.839733792920 -118.881430707741 -118.902064646949
propane_00881 -118.282994859633 -118.830268065390 -118.872231564428 -118.893265370406
propane_00882 -118.286447061626 -118.831450426271 -118.872702863347 -118.893059033927
propane_00883 -118.282420522743 -118.829458682275 -118.872048757338 -118.893384281172
propane_00884 -118.285829594004 -118.830777715252 -118.872342480017 -118.893024756104
propane_00885 -118.277244025234 -118.825181089743 -118.867647308053 -118.889262918289
propane_00886 -118.291140208024 -118.836438699032 -118.878372842797 -118.899223404966
propane_00887 -118.285581629691 -118.831843978508 -118.873664196373 -118.894460090792
propane_00888 -118.280795465804 -118.827509658977 -118.869344768886 -118.890148226430
propane_00889 -118.278930490689 -118.825380836714 -118.866966559676 -118.887644390335
propane_00890 -118.280192009070 -118.827356352723 -118.869655887102 -118.890898468263
propane_00891 -118.281071445086 -118.826658482790 -118.868420668914 -118.889233976186
propane_00892 -118.272104073179 -118.820144335242 -118.862545435386 -118.884049782590
propane_00893 -118.282357767237 -118.828971536777 -118.870764830925 -118.891812535752
propane_00894 -118.278616713487 -118.826761183308 -118.868296162186 -118.889480382078
propane_00895 -118.286287892638 -118.833241609952 -118.875104177267 -118.896086446641
propane_00896 -118.282131243252 -118.828748170500 -118.869887817604 -118.890425162135
propane_00897 -118.282552902171 -118.829875834832 -118.871627124501 -118.892561857633
propane_00898 -118.285745241570 -118.831649303243 -118.873239909847 -118.893927560626
propane_00899 -118.282281198730 -118.829325778250 -118.871186895150 -118.892352943217
propane_00900 -118.286064168717 -118.831771947799 -118.873697904711 -118.894647356266
propane_00901 -118.288403622163 -118.833911830867 -118.876002565028 -118.896927894896
propane_00902 -118.285378830334 -118.831630470061 -118.873649515604 -118.894664161640
propane_00903 -118.293277319625 -118.838438682032 -118.880399583413 -118.901183873896
propane_00904 -118.290072513220 -118.836043820025 -118.878197872704 -118.899167558611
propane_00905 -118.287316381612 -118.832750243896 -118.874448562880 -118.895048022001
propane_00906 -118.284136391138 -118.830426054769 -118.872405895758 -118.893241658753
propane_00907 -118.288007732244 -118.833053468731 -118.874948133899 -118.895596429676
propane_00908 -118.284069991456 -118.830301631472 -118.872449541848 -118.893570372677
propane_00909 -118.286895377734 -118.832613030985 -118.874820563847 -118.895879088058
propane_00910 -118.292579392133 -118.837823197321 -118.879958207218 -118.900826205949
propane_00911 -118.286923003323 -118.832833247729 -118.874826625705 -118.895679656426
propane_00912 -118.286817299488 -118.832342535201 -118.874320320771 -118.895061829329
propane_00913 -118.286433819699 -118.832757177432 -118.874668661023 -118.895660497769
propane_00914 -118.287025848512 -118.833206234035 -118.874864658807 -118.895705771676
propane_00915 -118.291450579308 -118.837282817820 -118.879313200220 -118.900234264588
propane_00916 -118.283987657140 -118.830274733148 -118.872065778475 -118.892940379216
propane_00917 -118.291925757980 -118.837601278887 -118.879744645366 -118.900665399648
propane_00918 -118.288989202293 -118.835299859517 -118.877090685588 -118.898035036626
propane_00919 -118.290374646983 -118.835866704782 -118.877364259496 -118.897968679795
propane_00920 -118.288958260407 -118.835231023570 -118.877167398405 -118.898026718897
propane_00921 -118.290486721659 -118.835876027337 -118.877519752652 -118.898060171508
propane_00922 -118.297358251792 -118.842452666939 -118.884525099178 -118.905332072947
propane_00923 -118.285649126364 -118.832041607873 -118.873970507193 -118.895008265725
propane_00924 -118.297280981755 -118.841797859749 -118.883718147102 -118.904423341324
propane_00925 -118.286654113492 -118.832849356816 -118.875148424679 -118.896222657581
propane_00926 -118.294094218584 -118.837789936881 -118.879561033613 -118.899943999315
propane_00927 -118.286613915169 -118.833024966259 -118.875430575856 -118.896600572583
propane_00928 -118.295558879569 -118.840052179399 -118.881631811074 -118.902128328856
propane_00929 -118.298656567038 -118.843835416941 -118.885919047338 -118.906710815433
propane_00930 -118.293045724669 -118.838494921546 -118.880367349006 -118.901075804525
propane_00931 -118.297522985560 -118.842160299546 -118.884119894346 -118.904815417358
propane_00932 -118.285431119436 -118.832088911983 -118.874345578603 -118.895565314276
propane_00933 -118.291661593552 -118.835879352993 -118.877463550935 -118.897939362674
propane_00934 -118.277771571944 -118.825952480364 -118.868286144317 -118.889714283175
propane_00935 -118.291354590062 -118.835825015423 -118.877279403327 -118.897641232523
propane_00936 -118.284437003429 -118.832037208847 -118.874131754490 -118.895324246963
propane_00937 -118.295878152307 -118.840928236372 -118.882504976581 -118.903021773088
propane_00938 -118.293646221076 -118.839167661720 -118.881079268854 -118.901780835142
propane_00939 -118.290011455518 -118.835758430849 -118.877877513243 -118.898705289362
propane_00940 -118.292507729645 -118.836725599049 -118.878604101605 -118.899079099893
propane_00941 -118.279930172195 -118.826444697681 -118.868859151965 -118.890012451758
propane_00942 -118.289625059807 -118.833681657165 -118.875680392468 -118.896278417989
propane_00943 -118.280987475096 -118.827299567036 -118.869679562304 -118.890824329373
propane_00944 -118.289094700096 -118.833581359234 -118.875581536101 -118.896239414461
propane_00945 -118.284816550783 -118.830765378969 -118.873035982812 -118.894028941875
propane_00946 -118.293625829290 -118.838259689865 -118.880138315726 -118.900719652975
propane_00947 -118.294027021724 -118.839195917032 -118.881218854866 -118.901945612424
propane_00948 -118.290562082773 -118.836038738524 -118.878000153589 -118.898782026485
propane_00949 -118.291608649679 -118.836862549122 -118.878877836439 -118.899765500422
propane_00950 -118.284310298538 -118.830422677641 -118.872421063563 -118.893537422350
propane_00951 -118.290338752624 -118.835935766740 -118.877938871116 -118.898909681157
propane_00952 -118.287946378402 -118.834510293754 -118.876276437539 -118.897221228742
propane_00953 -118.286444298893 -118.832728641416 -118.874178842921 -118.894882739945
propane_00954 -118.288351101174 -118.834844971940 -118.876647157140 -118.897523217736
propane_00955 -118.288767061869 -118.835162286531 -118.876527721944 -118.897281214997
propane_00956 -118.288867789120 -118.835485283664 -118.877366196918 -118.898360725198
propane_00957 -118.290274799900 -118.836245293931 -118.878070212636 -118.898931774438
propane_00958 -118.285400047628 -118.831890554202 -118.873771064391 -118.894794817660
propane_00959 -118.288285680234 -118.833883506803 -118.875770274022 -118.896675621284
propane_00960 -118.290700177644 -118.836656345883 -118.878800888025 -118.899812063441
propane_00961 -118.294205521088 -118.839009252122 -118.880648054361 -118.901160146720
propane_00962 -118.291983407063 -118.837750232272 -118.879645279092 -118.900399200076
propane_00963 -118.294336902089 -118.839379907484 -118.881100829382 -118.901708535640
propane_00964 -118.292000642848 -118.837656965314 -118.879691783331 -118.900616482414
propane_00965 -118.291782498341 -118.837106196327 -118.879113370425 -118.899947909698
propane_00966 -118.288289081962 -118.834004243490 -118.875948512439 -118.896808786975
propane_00967 -118.287664750580 -118.833642119557 -118.875803001841 -118.896795300882
propane_00968 -118.284661161923 -118.830453440792 -118.872160624000 -118.892916387770
propane_00969 -118.289504541645 -118.835381710566 -118.877260333208 -118.898073546494
propane_00970 -118.288120382673 -118.833859456453 -118.875478347680 -118.896114748117
propane_00971 -118.292491043371 -118.838233434463 -118.880126831192 -118.900912537645
propane_00972 -118.291982741745 -118.838166687541 -118.879905847319 -118.900837195766
propane_00973 -118.293116673164 -118.839530981461 -118.881227507101 -118.902241499582
propane_00974 -118.294092325325 -118.840629493308 -118.882423471155 -118.903425777052
propane_00975 -118.288742968855 -118.834991091002 -118.876302695476 -118.896929405140
propane_00976 -118.292377510511 -118.838735529574 -118.880543781389 -118.901437536317
propane_00977 -118.285705208385 -118.832248436662 -118.873845249059 -118.894700792355
propane_00978 -118.292619903286 -118.838395540766 -118.880195240218 -118.901025801903
propane_00979 -118.290656021713 -118.836624734624 -118.878432217376 -118.899241436254
propane_00980 -118.292166711175 -118.838051462575 -118.879753941318 -118.900469413229
propane_00981 -118.297729094297 -118.843024175026 -118.884986341446 -118.905774563688
propane_00982 -118.292029594338 -118.837524572083 -118.879365311881 -118.900190463412
propane_00983 -118.293424017184 -118.839131300008 -118.881336428388 -118.902341599002
propane_00984 -118.289053210222 -118.834332926894 -118.876108876823 -118.896755274422
propane_00985 -118.288997796351 -118.834959433465 -118.876945931665 -118.897788535670
propane_00986 -118.291751582265 -118.836916661643 -118.878676253494 -118.899311815707
propane_00987 -118.288291376623 -118.834434640515 -118.876492842154 -118.897440696877
propane_00988 -118.294066310334 -118.838820658339 -118.880778740522 -118.901478178785
propane_00989 -118.284427225826 -118.830550206120 -118.872759610059 -118.893765357880
propane_00990 -118.291130160975 -118.836800843372 -118.878974979749 -118.899972048309
propane_00991 -118.291665652431 -118.837211062179 -118.879071885831 -118.899894219390
propane_00992 -118.288742709757 -118.835952215097 -118.877806441955 -118.898847489311
propane_00993 -118.292323782204 -118.837621777265 -118.878745896539 -118.899037337591
propane_00994 -118.285487128666 -118.832861905989 -118.874639500080 -118.895586136838
propane_00995 -118.290870269702 -118.836476861523 -118.877959581816 -118.898583834754
propane_00996 -118.291477299566 -118.837562874062 -118.879580210545 -118.900594426124
propane_00997 -118.288311250851 -118.834664093205 -118.876669012300 -118.897768792623
propane_00998 -118.292329748825 -118.837463039763 -118.879256006857 -118.899992050854
