#Geometry,HF/cc-pVTZ,MP2/cc-pVTZ,CCSD/cc-pVTZ,CCSD(T)/cc-pVTZ,HF@pyscf+ccpvtz,CCSD@pyscf+ccpvtz,CCSD(T)@pyscf+ccpvtz,DFT(PBE)@pyscf+ccpvtz
propane_00583,-118.28959928478399,-118.835299404373,-118.87741356875401,-118.898336661423,0.0,0.0,0.0,0.0
propane_00584,-118.292832223789,-118.837992276229,-118.87981750153601,-118.900559415862,0.0,0.0,0.0,0.0
propane_00585,-118.293073048609,-118.83851146038,-118.880411089709,-118.901181627179,0.0,0.0,0.0,0.0
propane_00586,-118.28990925651199,-118.835876430379,-118.87791458073299,-118.898873612239,0.0,0.0,0.0,0.0
propane_00587,-118.29155171136298,-118.83637929948799,-118.878305451963,-118.899019480898,0.0,0.0,0.0,0.0
propane_00588,-118.285611071848,-118.831918338762,-118.874196150149,-118.895341467778,0.0,0.0,0.0,0.0
propane_00589,-118.29030499988001,-118.83509251227801,-118.876955937871,-118.89763220480499,0.0,0.0,0.0,0.0
propane_00590,-118.286392075809,-118.83255928797199,-118.87457932447599,-118.89552626812001,0.0,0.0,0.0,0.0
propane_00591,-118.29465976265301,-118.83976965852699,-118.881463164282,-118.90204172348601,0.0,0.0,0.0,0.0
propane_00592,-118.288263722913,-118.834915000775,-118.876694250961,-118.89762263247299,0.0,0.0,0.0,0.0
propane_00593,-118.29317271108,-118.838464882709,-118.880229375968,-118.90095494863199,0.0,0.0,0.0,0.0
propane_00594,-118.290566856553,-118.836711940096,-118.878658622304,-118.899626221093,0.0,0.0,0.0,0.0
propane_00595,-118.297187345821,-118.842237322834,-118.884007126952,-118.904738241448,0.0,0.0,0.0,0.0
propane_00596,-118.29140368760599,-118.83736660350901,-118.879252695747,-118.900130720452,0.0,0.0,0.0,0.0
propane_00597,-118.292659988134,-118.838463339268,-118.880240069473,-118.901025101302,0.0,0.0,0.0,0.0
propane_00598,-118.29519919621299,-118.84032541512899,-118.882123861019,-118.902780785624,0.0,0.0,0.0,0.0
propane_00599,-118.29040878597901,-118.836137104556,-118.878115789575,-118.89900677666401,0.0,0.0,0.0,0.0
propane_00600,-118.291486184682,-118.836136608821,-118.878183997335,-118.89890143830699,0.0,0.0,0.0,0.0
propane_00601,-118.28837961102501,-118.834148848929,-118.876477883829,-118.89754489298201,0.0,0.0,0.0,0.0
propane_00602,-118.292658015842,-118.837490784195,-118.879387023174,-118.900097670942,0.0,0.0,0.0,0.0
propane_00603,-118.290713599328,-118.83628939258399,-118.87835546662001,-118.899238840511,0.0,0.0,0.0,0.0
propane_00604,-118.28873145894899,-118.83450866212,-118.876378203147,-118.897272775716,0.0,0.0,0.0,0.0
propane_00605,-118.292026063121,-118.837186043059,-118.879175653543,-118.899947286902,0.0,0.0,0.0,0.0
propane_00606,-118.292652151287,-118.83824295828899,-118.88014349164499,-118.90094549327401,0.0,0.0,0.0,0.0
propane_00607,-118.288873901217,-118.834543900445,-118.87602870364799,-118.89665349242901,0.0,0.0,0.0,0.0
propane_00608,-118.293656529,-118.83971624884,-118.881568093732,-118.90240983313,0.0,0.0,0.0,0.0
propane_00609,-118.295912272656,-118.841564113935,-118.883156017804,-118.90388643362301,0.0,0.0,0.0,0.0
propane_00610,-118.287705278687,-118.834366836564,-118.87637884778499,-118.897476737816,0.0,0.0,0.0,0.0
propane_00611,-118.29035391977,-118.835445451728,-118.87741279646299,-118.898218750924,0.0,0.0,0.0,0.0
propane_00612,-118.288328896245,-118.834077776307,-118.876284493023,-118.897251104566,0.0,0.0,0.0,0.0
propane_00613,-118.293287660156,-118.83845238195299,-118.880368361291,-118.901070636117,0.0,0.0,0.0,0.0
propane_00614,-118.287110470396,-118.832770631786,-118.87459227786199,-118.895245633355,0.0,0.0,0.0,0.0
propane_00615,-118.29294532663602,-118.83816096051001,-118.880078108704,-118.90073405996999,0.0,0.0,0.0,0.0
propane_00616,-118.28828479840901,-118.833675143599,-118.8757268301,-118.89644734769199,0.0,0.0,0.0,0.0
propane_00617,-118.289759435826,-118.834852871839,-118.876976238932,-118.897795501245,0.0,0.0,0.0,0.0
propane_00618,-118.28890340351299,-118.833988394025,-118.87621509609899,-118.897137449582,0.0,0.0,0.0,0.0
propane_00619,-118.284740774917,-118.830044688853,-118.87245703521201,-118.893469830275,0.0,0.0,0.0,0.0
propane_00620,-118.287481945404,-118.832261783508,-118.87447836212999,-118.895306367687,0.0,0.0,0.0,0.0
propane_00621,-118.287100098533,-118.832283269806,-118.87453551410401,-118.895448421527,0.0,0.0,0.0,0.0
propane_00622,-118.292949637384,-118.83754504613199,-118.87955973951799,-118.900301346232,0.0,0.0,0.0,0.0
propane_00623,-118.28974908001499,-118.835343704081,-118.87745307878599,-118.898327829867,0.0,0.0,0.0,0.0
propane_00624,-118.298233957333,-118.842672803814,-118.884548610564,-118.90511865129999,0.0,0.0,0.0,0.0
propane_00625,-118.28860333493799,-118.83463950851801,-118.876680899257,-118.897561527601,0.0,0.0,0.0,0.0
propane_00626,-118.2960475965,-118.840983253416,-118.882794453309,-118.903469563643,0.0,0.0,0.0,0.0
propane_00627,-118.29168515687,-118.837829342249,-118.879800791099,-118.900778509459,0.0,0.0,0.0,0.0
propane_00628,-118.290224951688,-118.83632616964701,-118.878206353762,-118.89909450445299,0.0,0.0,0.0,0.0
propane_00629,-118.28947150379999,-118.835395571583,-118.87719041965,-118.89795866501899,0.0,0.0,0.0,0.0
propane_00630,-118.284975593014,-118.831415889135,-118.873362988401,-118.89427273379499,0.0,0.0,0.0,0.0
propane_00631,-118.290802845506,-118.836079191206,-118.87778720585699,-118.898466642419,0.0,0.0,0.0,0.0
propane_00632,-118.282869914772,-118.82989132028099,-118.87194586714399,-118.893034569974,0.0,0.0,0.0,0.0
propane_00633,-118.296993881019,-118.841613344454,-118.88332077322,-118.90388301578699,0.0,0.0,0.0,0.0
propane_00634,-118.28768827881201,-118.833915932181,-118.876029814703,-118.897001997266,0.0,0.0,0.0,0.0
propane_00635,-118.29424355079,-118.83867981195101,-118.88065611706301,-118.901306101658,0.0,0.0,0.0,0.0
propane_00636,-118.28885632804199,-118.83453411249,-118.876803890172,-118.89788393306299,0.0,0.0,0.0,0.0
propane_00637,-118.290740125394,-118.835648016109,-118.877848284399,-118.898764917694,0.0,0.0,0.0,0.0
propane_00638,-118.293312896926,-118.838059812881,-118.880224460745,-118.90103068521299,0.0,0.0,0.0,0.0
propane_00639,-118.288984541744,-118.834899056884,-118.876767210706,-118.897497330756,0.0,0.0,0.0,0.0
propane_00640,-118.29234201204201,-118.837633971689,-118.87923201950599,-118.89972267321801,0.0,0.0,0.0,0.0
propane_00641,-118.294419506358,-118.839867392605,-118.88186220823401,-118.90262374224899,0.0,0.0,0.0,0.0
propane_00642,-118.2900280592,-118.83560038329901,-118.877440992131,-118.898279113236,0.0,0.0,0.0,0.0
propane_00643,-118.285622864231,-118.83153296030198,-118.873767174205,-118.894843962391,0.0,0.0,0.0,0.0
propane_00644,-118.290385411667,-118.835532822832,-118.877653505382,-118.89854778443701,0.0,0.0,0.0,0.0
propane_00645,-118.29130977920799,-118.836943978514,-118.878992272439,-118.89996857444,0.0,0.0,0.0,0.0
propane_00646,-118.29011094559799,-118.836156314469,-118.877899478294,-118.89875980496099,0.0,0.0,0.0,0.0
propane_00647,-118.296369647712,-118.841891879895,-118.883573733437,-118.904243602636,0.0,0.0,0.0,0.0
propane_00648,-118.294717035023,-118.84046965406999,-118.88218648789899,-118.902843462619,0.0,0.0,0.0,0.0
propane_00649,-118.29448401403299,-118.839777136886,-118.881462711956,-118.902042391815,0.0,0.0,0.0,0.0
propane_00650,-118.287957828097,-118.834040421588,-118.875906900813,-118.896776292862,0.0,0.0,0.0,0.0
propane_00651,-118.293367945067,-118.83861262857201,-118.880607338193,-118.90149410765301,0.0,0.0,0.0,0.0
propane_00652,-118.296521041829,-118.841275263727,-118.883574967328,-118.90453264572099,0.0,0.0,0.0,0.0
propane_00653,-118.29259404865999,-118.83744553586,-118.87952630637301,-118.90036486472601,0.0,0.0,0.0,0.0
propane_00654,-118.291174156735,-118.836703546206,-118.87880182176501,-118.89971827927401,0.0,0.0,0.0,0.0
propane_00655,-118.295391905786,-118.84017783117599,-118.88198359852899,-118.90254872471901,0.0,0.0,0.0,0.0
propane_00656,-118.29543911306101,-118.840547896435,-118.88237871178801,-118.90295361829,0.0,0.0,0.0,0.0
propane_00657,-118.29370213788602,-118.838670211756,-118.88033372615699,-118.90080932356001,0.0,0.0,0.0,0.0
propane_00658,-118.29386884188101,-118.838992764054,-118.880915627477,-118.901589572246,0.0,0.0,0.0,0.0
propane_00659,-118.29547199830401,-118.840302527789,-118.88242205667,-118.90325290836901,0.0,0.0,0.0,0.0
propane_00660,-118.292537417232,-118.83733863927601,-118.87944955746799,-118.900359570144,0.0,0.0,0.0,0.0
propane_00661,-118.29195180384501,-118.83716059444401,-118.879345989343,-118.90036056527599,0.0,0.0,0.0,0.0
propane_00662,-118.299832712224,-118.84424587346001,-118.88615242509,-118.906826153102,0.0,0.0,0.0,0.0
propane_00663,-118.299083258286,-118.844276055543,-118.885980034899,-118.90658000418199,0.0,0.0,0.0,0.0
propane_00664,-118.29142530971201,-118.837675520954,-118.879019578024,-118.899623467878,0.0,0.0,0.0,0.0
propane_00665,-118.299972741019,-118.84519028669399,-118.886784227068,-118.90736959509199,0.0,0.0,0.0,0.0
propane_00666,-118.29677721185699,-118.84216106790001,-118.88403396323099,-118.904810912923,0.0,0.0,0.0,0.0
propane_00667,-118.29442697677999,-118.83958839596399,-118.881542082808,-118.902363229587,0.0,0.0,0.0,0.0
propane_00668,-118.294481233018,-118.839678062241,-118.88177897838499,-118.902701701166,0.0,0.0,0.0,0.0
propane_00669,-118.29068965265199,-118.836547222785,-118.878397354082,-118.899321090877,0.0,0.0,0.0,0.0
propane_00670,-118.298558709834,-118.843975596208,-118.885826562438,-118.90661802419201,0.0,0.0,0.0,0.0
propane_00671,-118.294224011019,-118.839786522776,-118.881385348134,-118.901962934184,0.0,0.0,0.0,0.0
propane_00672,-118.293005046267,-118.83859190096001,-118.88022384498501,-118.900808417029,0.0,0.0,0.0,0.0
propane_00673,-118.295766705609,-118.84109278832001,-118.883032383925,-118.903772632162,0.0,0.0,0.0,0.0
propane_00674,-118.292743436008,-118.83756253983101,-118.87923846477301,-118.899812858971,0.0,0.0,0.0,0.0
propane_00675,-118.292493141038,-118.838527048512,-118.880708493463,-118.901714461804,0.0,0.0,0.0,0.0
propane_00676,-118.293439401356,-118.83835850512399,-118.880063640249,-118.900674690328,0.0,0.0,0.0,0.0
propane_00677,-118.291635900823,-118.83749916970801,-118.87962464385001,-118.90061251233699,0.0,0.0,0.0,0.0
propane_00678,-118.298902370355,-118.84370654427799,-118.885693933298,-118.90646968102,0.0,0.0,0.0,0.0
propane_00679,-118.29353307495,-118.838917185703,-118.88063944621099,-118.90132745511801,0.0,0.0,0.0,0.0
propane_00680,-118.297386883486,-118.84293845716999,-118.884862434542,-118.90560321430901,0.0,0.0,0.0,0.0
propane_00681,-118.298254649499,-118.842575003984,-118.884078885313,-118.904407442734,0.0,0.0,0.0,0.0
propane_00682,-118.291061534713,-118.83705173821699,-118.879259705989,-118.900256609918,0.0,0.0,0.0,0.0
propane_00683,-118.29605739355699,-118.84025343508699,-118.882338101255,-118.90311180907301,0.0,0.0,0.0,0.0
propane_00684,-118.288107900282,-118.834424522415,-118.876908560021,-118.89825477803801,0.0,0.0,0.0,0.0
propane_00685,-118.294089019201,-118.838834547437,-118.88075841508699,-118.901490699216,0.0,0.0,0.0,0.0
propane_00686,-118.294270524142,-118.83981871261801,-118.881632715617,-118.902307052402,0.0,0.0,0.0,0.0
propane_00687,-118.291549321201,-118.837210416136,-118.87880098849199,-118.899278636511,0.0,0.0,0.0,0.0
propane_00688,-118.295158030145,-118.840027302577,-118.88166309366699,-118.902061197463,0.0,0.0,0.0,0.0
propane_00689,-118.289672594819,-118.835823054949,-118.87793722352501,-118.89888500834299,0.0,0.0,0.0,0.0
propane_00690,-118.293560486701,-118.83838405416701,-118.880253178225,-118.900980774624,0.0,0.0,0.0,0.0
propane_00691,-118.29275159314899,-118.838627499678,-118.88093847414301,-118.90206398642201,0.0,0.0,0.0,0.0
propane_00692,-118.292637208779,-118.83799701177401,-118.879872021551,-118.90071713106899,0.0,0.0,0.0,0.0
propane_00693,-118.29527993742902,-118.84101019052,-118.88281386100901,-118.903735215121,0.0,0.0,0.0,0.0
propane_00694,-118.297543621157,-118.843416840051,-118.885241476162,-118.90612484311,0.0,0.0,0.0,0.0
propane_00695,-118.29137974773501,-118.837256639163,-118.87854508927799,-118.899099124863,0.0,0.0,0.0,0.0
propane_00696,-118.289591424356,-118.83613649453899,-118.877882210749,-118.898649677995,0.0,0.0,0.0,0.0
propane_00697,-118.288779989779,-118.83429464717501,-118.87589896924901,-118.89644162683202,0.0,0.0,0.0,0.0
propane_00698,-118.282416082043,-118.82905870706699,-118.871167865064,-118.892239710889,0.0,0.0,0.0,0.0
propane_00699,-118.282284810812,-118.828795457775,-118.870701056832,-118.891813623952,0.0,0.0,0.0,0.0
propane_00700,-118.27807937986601,-118.825347539708,-118.867508865937,-118.888822760969,0.0,0.0,0.0,0.0
propane_00701,-118.29222966097099,-118.837298183176,-118.879483972293,-118.900320274208,0.0,0.0,0.0,0.0
propane_00702,-118.28375252091601,-118.83004573151501,-118.87207649004299,-118.89292414288299,0.0,0.0,0.0,0.0
propane_00703,-118.289307704515,-118.835107509788,-118.87708674952,-118.89783168500999,0.0,0.0,0.0,0.0
propane_00704,-118.28517019951799,-118.83054908896099,-118.87224149447799,-118.892783133081,0.0,0.0,0.0,0.0
propane_00705,-118.282760429578,-118.82886288598301,-118.87113502520901,-118.892060496535,0.0,0.0,0.0,0.0
propane_00706,-118.283631097444,-118.828713041149,-118.870811742761,-118.891558120896,0.0,0.0,0.0,0.0
propane_00707,-118.276715514417,-118.82295972454,-118.865607697747,-118.886878332559,0.0,0.0,0.0,0.0
propane_00708,-118.280049263966,-118.82548793648701,-118.86796753486901,-118.889183514965,0.0,0.0,0.0,0.0
propane_00709,-118.27864623033501,-118.824770301634,-118.867106024281,-118.88827330334101,0.0,0.0,0.0,0.0
propane_00710,-118.28901914587401,-118.83433005914499,-118.87654253414499,-118.897308891646,0.0,0.0,0.0,0.0
propane_00711,-118.278589617461,-118.824890636343,-118.866441565959,-118.886969086948,0.0,0.0,0.0,0.0
propane_00712,-118.283463058629,-118.830032018638,-118.87190232723302,-118.89264370009701,0.0,0.0,0.0,0.0
propane_00713,-118.28423393775499,-118.829833562605,-118.871560939697,-118.89225868625499,0.0,0.0,0.0,0.0
propane_00714,-118.27726229804001,-118.824687623453,-118.867025887922,-118.88843993531799,0.0,0.0,0.0,0.0
propane_00715,-118.284366076129,-118.829392595718,-118.87139608792299,-118.892282106794,0.0,0.0,0.0,0.0
propane_00716,-118.27417858412399,-118.822120531162,-118.86449973719499,-118.886006765765,0.0,0.0,0.0,0.0
propane_00717,-118.28895827875999,-118.835028541735,-118.876730238919,-118.897645264857,0.0,0.0,0.0,0.0
propane_00718,-118.284647639765,-118.83205663134301,-118.87391511185,-118.895024117048,0.0,0.0,0.0,0.0
propane_00719,-118.29442526756701,-118.839953047633,-118.88145809104,-118.90197362794399,0.0,0.0,0.0,0.0
propane_00720,-118.28939666780899,-118.835186354501,-118.876880881119,-118.897458638858,0.0,0.0,0.0,0.0
propane_00721,-118.280615790625,-118.826848898579,-118.868844944699,-118.88963181235,0.0,0.0,0.0,0.0
propane_00722,-118.285247194267,-118.830625804437,-118.87280877902501,-118.89372404908,0.0,0.0,0.0,0.0
propane_00723,-118.279280296786,-118.82543246136801,-118.868061316835,-118.889373089326,0.0,0.0,0.0,0.0
propane_00724,-118.27974047845699,-118.824563898146,-118.866806713656,-118.88774346291599,0.0,0.0,0.0,0.0
propane_00725,-118.281263990384,-118.827586098673,-118.870425474565,-118.891849460696,0.0,0.0,0.0,0.0
propane_00726,-118.28815653392401,-118.832647092167,-118.87464496825001,-118.895304624087,0.0,0.0,0.0,0.0
propane_00727,-118.283826228195,-118.830100241168,-118.872349505717,-118.89325936646799,0.0,0.0,0.0,0.0
propane_00728,-118.28296586150101,-118.82898015504999,-118.870695956013,-118.89127296559099,0.0,0.0,0.0,0.0
propane_00729,-118.28695924370301,-118.832245652676,-118.874287113096,-118.894944366807,0.0,0.0,0.0,0.0
propane_00730,-118.274811927444,-118.821686099924,-118.864221330543,-118.885465865989,0.0,0.0,0.0,0.0
propane_00731,-118.280563157614,-118.82514310010201,-118.867284760757,-118.88811659257999,0.0,0.0,0.0,0.0
propane_00732,-118.270308838684,-118.81757676948799,-118.860489100061,-118.882068335288,0.0,0.0,0.0,0.0
propane_00733,-118.286727987897,-118.831305123881,-118.873214546321,-118.893901329096,0.0,0.0,0.0,0.0
propane_00734,-118.28475805837299,-118.831825924849,-118.874196552694,-118.89541833641,0.0,0.0,0.0,0.0
propane_00735,-118.291589993484,-118.83717566646799,-118.878636949144,-118.89914939919599,0.0,0.0,0.0,0.0
propane_00736,-118.29249143462499,-118.838316291171,-118.880054631484,-118.900698966167,0.0,0.0,0.0,0.0
propane_00737,-118.28600976220699,-118.83272588367599,-118.874564912515,-118.895418097039,0.0,0.0,0.0,0.0
propane_00738,-118.291165871703,-118.83600451163099,-118.877670021419,-118.898223459281,0.0,0.0,0.0,0.0
propane_00739,-118.278550916371,-118.82585362872801,-118.868203816317,-118.889562165825,0.0,0.0,0.0,0.0
propane_00740,-118.28434936882401,-118.829405302521,-118.87114967458099,-118.891974299801,0.0,0.0,0.0,0.0
propane_00741,-118.282694241806,-118.82986237953399,-118.87230910187701,-118.89374205197599,0.0,0.0,0.0,0.0
propane_00742,-118.294489043217,-118.839345311632,-118.881105542989,-118.90176005626101,0.0,0.0,0.0,0.0
propane_00743,-118.294056131637,-118.83972461398899,-118.881799704622,-118.90264476689899,0.0,0.0,0.0,0.0
propane_00744,-118.294775450761,-118.839852494502,-118.88171255142599,-118.902318797082,0.0,0.0,0.0,0.0
propane_00745,-118.29628397153299,-118.84110396212799,-118.88286526636801,-118.90343941858102,0.0,0.0,0.0,0.0
propane_00746,-118.28819697551701,-118.83436883718001,-118.876635882213,-118.897633751751,0.0,0.0,0.0,0.0
propane_00747,-118.292306355937,-118.836422656355,-118.878166033781,-118.89866290904,0.0,0.0,0.0,0.0
propane_00748,-118.28247789575,-118.82912436720501,-118.87161640497999,-118.892890795049,0.0,0.0,0.0,0.0
propane_00749,-118.29282338628401,-118.837021116884,-118.87892229084,-118.899570521987,0.0,0.0,0.0,0.0
propane_00750,-118.288093709549,-118.83415440203699,-118.876337234085,-118.897408467763,0.0,0.0,0.0,0.0
propane_00751,-118.294268879542,-118.83965282667,-118.88161657244801,-118.902432753433,0.0,0.0,0.0,0.0
propane_00752,-118.294930787556,-118.84068374087799,-118.8825314848,-118.903340549275,0.0,0.0,0.0,0.0
propane_00753,-118.29141578745701,-118.83776352640601,-118.879473242368,-118.90028698075899,0.0,0.0,0.0,0.0
propane_00754,-118.29766952543501,-118.842584374228,-118.88427579722601,-118.90485601874701,0.0,0.0,0.0,0.0
propane_00755,-118.287920986051,-118.83452579650499,-118.87683132043301,-118.897968597369,0.0,0.0,0.0,0.0
propane_00756,-118.292333662855,-118.83649284576799,-118.87821701292101,-118.898730661854,0.0,0.0,0.0,0.0
propane_00757,-118.284187906421,-118.830928616322,-118.873354189804,-118.89457571675501,0.0,0.0,0.0,0.0
propane_00758,-118.294761158275,-118.83912992343299,-118.88093319909599,-118.901449447704,0.0,0.0,0.0,0.0
propane_00759,-118.289640757918,-118.835114642743,-118.877184204732,-118.897949111539,0.0,0.0,0.0,0.0
propane_00760,-118.29396742021099,-118.83928041200599,-118.88146298234699,-118.902280093808,0.0,0.0,0.0,0.0
propane_00761,-118.29122680193899,-118.835926424304,-118.877719347721,-118.89835915834499,0.0,0.0,0.0,0.0
propane_00762,-118.288639057553,-118.83479470568199,-118.877348551245,-118.898580251691,0.0,0.0,0.0,0.0
propane_00763,-118.294372114984,-118.838144009261,-118.879885884685,-118.900322317782,0.0,0.0,0.0,0.0
propane_00764,-118.287275735443,-118.83380601570299,-118.876352886992,-118.897579100342,0.0,0.0,0.0,0.0
propane_00765,-118.29713691506599,-118.84094259177799,-118.882699090243,-118.90312278048401,0.0,0.0,0.0,0.0
propane_00766,-118.285895773685,-118.83240072985501,-118.87447354106101,-118.895476346207,0.0,0.0,0.0,0.0
propane_00767,-118.29159220109,-118.837319863328,-118.87903390732299,-118.899746762928,0.0,0.0,0.0,0.0
propane_00768,-118.290543059078,-118.836347877195,-118.87777671357901,-118.898351541589,0.0,0.0,0.0,0.0
propane_00769,-118.28614805071301,-118.833851531508,-118.87563956778,-118.89672397114,0.0,0.0,0.0,0.0
propane_00770,-118.290218355791,-118.83552028520701,-118.87678893614901,-118.89730394886,0.0,0.0,0.0,0.0
propane_00771,-118.28469278288999,-118.832733537467,-118.874889482421,-118.89631164687599,0.0,0.0,0.0,0.0
propane_00772,-118.298467808366,-118.84287319306299,-118.88418899515601,-118.90460270385401,0.0,0.0,0.0,0.0
propane_00773,-118.294558041586,-118.840970700881,-118.88308487393499,-118.904087009822,0.0,0.0,0.0,0.0
propane_00774,-118.300213388492,-118.844472660875,-118.88610534603501,-118.90649211133301,0.0,0.0,0.0,0.0
propane_00775,-118.293694940875,-118.839091090683,-118.88105374916799,-118.901839291567,0.0,0.0,0.0,0.0
propane_00776,-118.288938224774,-118.83446007642401,-118.876736422681,-118.897702035939,0.0,0.0,0.0,0.0
propane_00777,-118.28794952650101,-118.832368088084,-118.874309366408,-118.894965884758,0.0,0.0,0.0,0.0
propane_00778,-118.28739762676399,-118.833396246784,-118.876072934659,-118.897326005522,0.0,0.0,0.0,0.0
propane_00779,-118.29172644959999,-118.835511219377,-118.877267945343,-118.89773809832701,0.0,0.0,0.0,0.0
propane_00780,-118.287226254855,-118.83356634018101,-118.87613281788799,-118.897325832442,0.0,0.0,0.0,0.0
propane_00781,-118.290465535767,-118.83487193787799,-118.876535230518,-118.896948683172,0.0,0.0,0.0,0.0
propane_00782,-118.286208882575,-118.83247812760901,-118.87466865981399,-118.89559109074,0.0,0.0,0.0,0.0
propane_00783,-118.29098521489401,-118.83602682308201,-118.877983980821,-118.89863919252701,0.0,0.0,0.0,0.0
propane_00784,-118.28510172649099,-118.830898955675,-118.87280867355,-118.893648480102,0.0,0.0,0.0,0.0
propane_00785,-118.288654068703,-118.834615905082,-118.876796204478,-118.89783975704,0.0,0.0,0.0,0.0
propane_00786,-118.28360377335899,-118.829314567553,-118.870884927185,-118.891644764937,0.0,0.0,0.0,0.0
propane_00787,-118.289149398072,-118.83593430338101,-118.87815258639401,-118.899325076129,0.0,0.0,0.0,0.0
propane_00788,-118.295716368222,-118.840743856169,-118.88209731023301,-118.902573979005,0.0,0.0,0.0,0.0
propane_00789,-118.288753290835,-118.83602328732701,-118.87788852535,-118.898981071872,0.0,0.0,0.0,0.0
propane_00790,-118.291591721236,-118.8378452616,-118.879215240823,-118.899908385042,0.0,0.0,0.0,0.0
propane_00791,-118.286343751885,-118.83366320303499,-118.875119202834,-118.895991984137,0.0,0.0,0.0,0.0
propane_00792,-118.288525898668,-118.834720416721,-118.87650301119801,-118.897272616033,0.0,0.0,0.0,0.0
propane_00793,-118.279704099311,-118.82623643289601,-118.867837064033,-118.888658417267,0.0,0.0,0.0,0.0
propane_00794,-118.285378202185,-118.831922334695,-118.87417203100901,-118.895346467856,0.0,0.0,0.0,0.0
propane_00795,-118.27920499815599,-118.825517247382,-118.86733543584101,-118.888286875677,0.0,0.0,0.0,0.0
propane_00796,-118.285900799137,-118.832067741302,-118.87440427256,-118.895490692882,0.0,0.0,0.0,0.0
propane_00797,-118.286212758809,-118.83172249336701,-118.873638045386,-118.89434565159401,0.0,0.0,0.0,0.0
propane_00798,-118.28453828566201,-118.83066555133101,-118.872688001469,-118.893561485419,0.0,0.0,0.0,0.0
propane_00799,-118.290225890782,-118.83508858791299,-118.877089427593,-118.897752501791,0.0,0.0,0.0,0.0
propane_00800,-118.28440624854099,-118.83021910031201,-118.87213381637,-118.89289582981701,0.0,0.0,0.0,0.0
propane_00801,-118.29345649595501,-118.838596345429,-118.880576678228,-118.90127903885099,0.0,0.0,0.0,0.0
propane_00802,-118.29246247896099,-118.83713670261801,-118.879102793967,-118.899789667698,0.0,0.0,0.0,0.0
propane_00803,-118.29037959747801,-118.835621188748,-118.87805634624901,-118.89915149856,0.0,0.0,0.0,0.0
propane_00804,-118.287686690042,-118.832765254938,-118.87492746122801,-118.89593819475901,0.0,0.0,0.0,0.0
propane_00805,-118.291603585,-118.83716079718799,-118.879363413974,-118.900368100951,0.0,0.0,0.0,0.0
propane_00806,-118.295043808636,-118.84043945994,-118.88199342520299,-118.90254459418199,0.0,0.0,0.0,0.0
propane_00807,-118.29184346214899,-118.83789906845199,-118.879369118495,-118.899900854583,0.0,0.0,0.0,0.0
propane_00808,-118.29352354168199,-118.839232004868,-118.88067414545,-118.90117900852199,0.0,0.0,0.0,0.0
propane_00809,-118.291592291691,-118.837503230921,-118.87934023915001,-118.90014836515199,0.0,0.0,0.0,0.0
propane_00810,-118.290666964989,-118.836664307902,-118.878659940173,-118.899695473782,0.0,0.0,0.0,0.0
propane_00811,-118.285128836774,-118.83205354232099,-118.874030100983,-118.89525063294901,0.0,0.0,0.0,0.0
propane_00812,-118.289579376228,-118.835622328834,-118.877508582763,-118.89846167543101,0.0,0.0,0.0,0.0
propane_00813,-118.288475357017,-118.83502005815001,-118.876860131511,-118.897823663699,0.0,0.0,0.0,0.0
propane_00814,-118.29366012410401,-118.83909865137699,-118.88097026829,-118.90170371415199,0.0,0.0,0.0,0.0
propane_00815,-118.29085021371999,-118.83680552963,-118.87857682010099,-118.899312300113,0.0,0.0,0.0,0.0
propane_00816,-118.290868248176,-118.836629239923,-118.878361297395,-118.899012163263,0.0,0.0,0.0,0.0
propane_00817,-118.29556536786501,-118.84034462683901,-118.882020056889,-118.902496881347,0.0,0.0,0.0,0.0
propane_00818,-118.28696649431299,-118.833265826452,-118.87518780464,-118.89612756506,0.0,0.0,0.0,0.0
propane_00819,-118.29261344163099,-118.83747757508101,-118.87964821292101,-118.90054753642,0.0,0.0,0.0,0.0
propane_00820,-118.287615316462,-118.833268289027,-118.875533400923,-118.89667313570101,0.0,0.0,0.0,0.0
propane_00821,-118.287109439573,-118.832519313602,-118.874786867096,-118.89576898995199,0.0,0.0,0.0,0.0
propane_00822,-118.293264665243,-118.837705187612,-118.87962178925801,-118.90016049338699,0.0,0.0,0.0,0.0
propane_00823,-118.286680661681,-118.83255938571101,-118.874425184046,-118.895121376562,0.0,0.0,0.0,0.0
propane_00824,-118.29005057518101,-118.835269279561,-118.876862561479,-118.897293958856,0.0,0.0,0.0,0.0
propane_00825,-118.28806512563699,-118.834057481251,-118.875895360758,-118.896674831338,0.0,0.0,0.0,0.0
propane_00826,-118.294390933655,-118.839498453337,-118.881558584198,-118.90237392486,0.0,0.0,0.0,0.0
propane_00827,-118.291781617019,-118.83695135186899,-118.87912562437,-118.900135652955,0.0,0.0,0.0,0.0
propane_00828,-118.284955818692,-118.83156395860901,-118.873876251487,-118.895219895591,0.0,0.0,0.0,0.0
propane_00829,-118.291280473876,-118.837114882059,-118.878853069147,-118.899774537375,0.0,0.0,0.0,0.0
propane_00830,-118.286438793412,-118.833730995186,-118.87556261393401,-118.896597292381,0.0,0.0,0.0,0.0
propane_00831,-118.293546469429,-118.83858126973601,-118.879835217069,-118.900114657472,0.0,0.0,0.0,0.0
propane_00832,-118.282336421971,-118.829470271108,-118.871134452448,-118.89191426226299,0.0,0.0,0.0,0.0
